t,temperature,free_energy,internal_energy,entropy,partition_quotient,cache_thermal_index,neuromorphic_energy_ratio,learning_loss,phase_event
1329,17.79323395,9.51618707,10.21458239,0.03925061,0.52908948,0.02190859,0.93250299,10.21458239,0.0
1330,17.75035169,9.59243085,10.31633014,0.04078225,0.52614150,0.02196149,0.93083679,10.31633014,0.0
1331,17.70751663,9.37209487,10.09687065,0.04093040,0.53203325,0.02201459,0.93132579,10.09687065,0.0
1332,17.66473281,9.36685166,10.08764187,0.04080391,0.53150942,0.02206787,0.93258103,10.08764187,0.0
1333,17.62200421,9.98920757,10.69737428,0.04018650,0.51240648,0.02212142,0.93915340,10.69737428,0.0
1334,17.57933479,9.78981064,10.51377418,0.04118265,0.51753905,0.02217515,0.93328149,10.51377418,0.0
1335,17.53672846,9.78013013,10.50669194,0.04143086,0.51712468,0.02222899,0.93572322,10.50669194,0.0
1336,17.49418906,9.56533391,10.28025288,0.04086608,0.52280369,0.02228288,0.93364212,10.28025288,0.0
1337,17.45172042,9.40048042,10.08896353,0.03945073,0.52706387,0.02233708,0.93544449,10.08896353,0.0
1338,17.40932630,9.59826552,10.26224363,0.03813922,0.52042676,0.02239150,0.93734088,10.26224363,0.0
1339,17.36701042,9.34760612,10.00643188,0.03793547,0.52728378,0.02244610,0.93717107,10.00643188,0.0
1340,17.32477645,9.64627139,10.30121184,0.03780369,0.51759215,0.02250085,0.94727747,10.30121184,0.0
1341,17.28262803,9.75407769,10.38488914,0.03649974,0.51367556,0.02255563,0.95366637,10.38488914,0.0
1342,17.24056872,9.86961767,10.50318022,0.03674836,0.50954256,0.02261069,0.95191231,10.50318022,0.0
1343,17.19860207,10.19055041,10.83170787,0.03727963,0.49942433,0.02266576,0.95571373,10.83170787,0.0
1344,17.15673154,9.84085449,10.52869063,0.04009133,0.50897174,0.02272111,0.94869731,10.52869063,0.0
1345,17.11496059,9.91993224,10.56725227,0.03782188,0.50591679,0.02277660,0.95448647,10.56725227,0.0
1346,17.07329258,9.69466641,10.35158605,0.03847645,0.51191147,0.02283222,0.95010084,10.35158605,0.0
1347,17.03173086,9.80682748,10.46599839,0.03870252,0.50784722,0.02288791,0.94827856,10.46599839,0.0
1348,16.99027871,9.93049566,10.59987969,0.03939806,0.50345638,0.02294372,0.94980238,10.59987969,0.0
1349,16.94893938,9.94763957,10.58344581,0.03751304,0.50223091,0.02299965,0.95619854,10.58344581,0.0
1350,16.90771605,9.94226700,10.60425569,0.03915305,0.50167212,0.02305576,0.95197429,10.60425569,0.0
1351,16.86661187,9.86760888,10.50680289,0.03789700,0.50317605,0.02311198,0.95541280,10.50680289,0.0
1352,16.82562991,9.50823626,10.13769594,0.03741076,0.51330683,0.02316824,0.95248789,10.13769594,0.0
1353,16.78477324,9.30162937,9.93899548,0.03797288,0.51894994,0.02322467,0.94685523,9.93899548,0.0
1354,16.74404483,9.14156310,9.77801648,0.03801073,0.52322890,0.02328120,0.94400113,9.77801648,0.0
1355,16.70344763,9.21131010,9.86573020,0.03917874,0.52035772,0.02333762,0.94401044,9.86573020,0.0
1356,16.66298453,9.47750346,10.10228596,0.03749523,0.51142566,0.02339426,0.95156390,10.10228596,0.0
1357,16.62265839,9.40886966,10.04564165,0.03830747,0.51283356,0.02345105,0.95205727,10.04564165,0.0
1358,16.58247198,9.28261360,9.93707906,0.03946730,0.51604473,0.02350785,0.94892282,9.93707906,0.0
1359,16.54242807,9.21590085,9.85678178,0.03874165,0.51742843,0.02356472,0.94939090,9.85678178,0.0
1360,16.50252934,9.41633761,10.07000410,0.03961008,0.51049378,0.02362153,0.94835551,10.07000410,0.0
1361,16.46277845,9.38654047,10.00860149,0.03778591,0.51071447,0.02367853,0.94974752,10.00860149,0.0
1362,16.42317799,9.14956309,9.74281159,0.03612264,0.51742536,0.02373566,0.95144052,9.74281159,0.0
1363,16.38373051,9.09803318,9.73404778,0.03881989,0.51835954,0.02379285,0.94671790,9.73404778,0.0
1364,16.34443852,9.04994734,9.71710749,0.04081879,0.51919325,0.02385001,0.94177470,9.71710749,0.0
1365,16.30530448,9.01444223,9.67462915,0.04048909,0.51963402,0.02390722,0.93967781,9.67462915,0.0
1366,16.26633078,8.79535009,9.44854106,0.04015601,0.52598316,0.02396447,0.93587983,9.44854106,0.0
1367,16.22751979,8.60808049,9.30133003,0.04272061,0.53140064,0.02402176,0.92868268,9.30133003,0.0
1368,16.18887381,8.56618837,9.24132558,0.04170378,0.53210330,0.02407914,0.93552780,9.24132558,0.0
1369,16.15039512,8.79514403,9.43093589,0.03936695,0.52395221,0.02413647,0.94475177,9.43093589,0.0
1370,16.11208592,8.73820006,9.37318647,0.03941056,0.52512687,0.02419376,0.94828340,9.37318647,0.0
1371,16.07394839,8.72898651,9.34294218,0.03819570,0.52475229,0.02425113,0.94933884,9.34294218,0.0
1372,16.03598464,9.01503415,9.63968423,0.03895302,0.51481254,0.02430851,0.94883589,9.63968423,0.0
1373,15.99819677,8.76566161,9.41530380,0.04060721,0.52220619,0.02436596,0.93918064,9.41530380,0.0
1374,15.96058679,8.91336971,9.54355253,0.03948369,0.51672811,0.02442335,0.94398145,9.54355253,0.0
1375,15.92315669,8.98719170,9.60362937,0.03871328,0.51366327,0.02448080,0.94628641,9.60362937,0.0
1376,15.88590842,8.87430991,9.49157937,0.03885642,0.51664207,0.02453817,0.94728992,9.49157937,0.0
1377,15.84884387,8.89760836,9.52035461,0.03929285,0.51520963,0.02459559,0.94990859,9.52035461,0.0
1378,15.81196488,8.75247593,9.35627230,0.03818604,0.51927994,0.02465299,0.94642737,9.35627230,0.0
1379,15.77527327,8.62035096,9.25696650,0.04035528,0.52297366,0.02471030,0.94214686,9.25696650,0.0
1380,15.73877080,8.79344148,9.40014404,0.03854828,0.51659852,0.02476765,0.94874537,9.40014404,0.0
1381,15.70245919,8.72629126,9.31004148,0.03717572,0.51814257,0.02482496,0.95587041,9.31004148,0.0
1382,15.66634010,8.77840648,9.35579579,0.03685541,0.51576055,0.02488216,0.95464977,9.35579579,0.0
1383,15.63041519,8.64596790,9.22635358,0.03713181,0.51947977,0.02493939,0.95624731,9.22635358,0.0
1384,15.59468603,8.59515293,9.18777158,0.03800132,0.52051517,0.02499656,0.95424354,9.18777158,0.0
1385,15.55915417,8.58421811,9.19924110,0.03952805,0.52022591,0.02505361,0.95140591,9.19924110,0.0
1386,15.52382113,8.58027116,9.19950368,0.03988918,0.51970517,0.02511067,0.95088014,9.19950368,0.0
1387,15.48868837,8.67145729,9.29635384,0.04034535,0.51600718,0.02516753,0.94912003,9.29635384,0.0
1388,15.45375731,8.49338526,9.10724937,0.03972265,0.52132732,0.02522431,0.94844098,9.10724937,0.0
1389,15.41902934,8.36119344,8.97243706,0.03964216,0.52516554,0.02528116,0.94392249,8.97243706,0.0
1390,15.38450580,8.23954882,8.84777582,0.03953504,0.52869073,0.02533793,0.93920855,8.84777582,0.0
1391,15.35018801,8.41253178,9.00712855,0.03873547,0.52214073,0.02539462,0.95305230,9.00712855,0.0
1392,15.31607722,8.48479643,9.08576722,0.03923791,0.51904904,0.02545121,0.94741669,9.08576722,0.0
1393,15.28217466,8.38264996,9.00942434,0.04101343,0.52188822,0.02550771,0.94481641,9.00942434,0.0
1394,15.24848152,8.27948168,8.92368544,0.04224708,0.52479474,0.02556404,0.94600460,8.92368544,0.0
1395,15.21499896,8.14224816,8.79536739,0.04292601,0.52891723,0.02562012,0.94384344,8.79536739,0.0
1396,15.18172809,8.00737181,8.66813663,0.04352369,0.53301166,0.02567631,0.93760704,8.66813663,0.0
1397,15.14866999,8.26808375,8.92241798,0.04319417,0.52331422,0.02573230,0.94218712,8.92241798,0.0
1398,15.11582569,8.43200131,9.04684296,0.04067536,0.51705645,0.02578811,0.95395844,9.04684296,0.0
1399,15.08319621,8.49808372,9.11633396,0.04098934,0.51417523,0.02584386,0.95001928,9.11633396,0.0
1400,15.05078250,8.43523984,9.03793995,0.04004444,0.51570051,0.02589956,0.95383074,9.03793995,0.0
1401,15.01858552,8.04696239,8.67383245,0.04173962,0.52857136,0.02595498,0.94746430,8.67383245,0.0
1402,14.98660614,8.10444698,8.71123890,0.04048895,0.52594612,0.02601033,0.94815051,8.71123890,0.0
1403,14.95484525,8.31260366,8.94534540,0.04231015,0.51808082,0.02606539,0.94700510,8.94534540,0.0
1404,14.92330367,8.42672461,9.02754609,0.04026062,0.51353042,0.02612052,0.95178258,9.02754609,0.0
1405,14.89198220,8.45477733,9.05931315,0.04059472,0.51195559,0.02617535,0.94918453,9.05931315,0.0
1406,14.86088161,8.43118912,9.01661512,0.03939376,0.51215996,0.02623010,0.95179562,9.01661512,0.0
1407,14.83000262,8.50575631,9.08290676,0.03891776,0.50898958,0.02628475,0.95460020,9.08290676,0.0
1408,14.79934594,8.54693649,9.10679681,0.03783007,0.50697256,0.02633924,0.96033703,9.10679681,0.0
1409,14.76891223,8.41212488,8.98164570,0.03856214,0.51101292,0.02639348,0.95900823,8.98164570,0.0
1410,14.73870214,8.34258384,8.92611466,0.03959174,0.51283064,0.02644762,0.95511064,8.92611466,0.0
1411,14.70871627,8.35021523,8.93412119,0.03969796,0.51197351,0.02650158,0.95800041,8.93412119,0.0
1412,14.67895519,8.38622533,8.95977685,0.03907305,0.51013158,0.02655528,0.95768395,8.95977685,0.0
1413,14.64941945,8.31708968,8.89940894,0.03975033,0.51195472,0.02660886,0.95809323,8.89940894,0.0
1414,14.62010957,8.26892018,8.85183904,0.03987103,0.51305997,0.02666209,0.95765222,8.85183904,0.0
1415,14.59102603,8.38043153,8.96434122,0.04001841,0.50858020,0.02671528,0.96222135,8.96434122,0.0
1416,14.56216930,8.69767525,9.23467060,0.03687606,0.49705431,0.02676818,0.96868671,9.23467060,0.0
1417,14.53353980,8.57764897,9.11709583,0.03711738,0.50058694,0.02682088,0.96779466,9.11709583,0.0
1418,14.50513794,8.57333454,9.11519091,0.03735617,0.50015752,0.02687343,0.96480066,9.11519091,0.0
1419,14.47696409,8.54262463,9.09919419,0.03844519,0.50064343,0.02692577,0.96782226,9.09919419,0.0
1420,14.44901859,8.60237202,9.16527009,0.03895753,0.49800883,0.02697789,0.96751798,9.16527009,0.0
1421,14.42130178,8.67644612,9.21545020,0.03737555,0.49489080,0.02702971,0.97223368,9.21545020,0.0
1422,14.39381394,8.72827358,9.27182106,0.03776258,0.49254583,0.02708129,0.97513645,9.27182106,0.0
1423,14.36655535,8.72809335,9.27217588,0.03787147,0.49198563,0.02713271,0.97352766,9.27217588,0.0
1424,14.33952624,8.51787261,9.07121013,0.03858827,0.49867999,0.02718390,0.97043862,9.07121013,0.0
1425,14.31272684,8.43817288,8.98710012,0.03835239,0.50090717,0.02723461,0.97365530,8.98710012,0.0
1426,14.28615733,8.58777921,9.10405959,0.03613851,0.49514577,0.02728530,0.97506154,9.10405959,0.0
1427,14.25981789,8.34929023,8.89963866,0.03859435,0.50293775,0.02733559,0.97027123,8.89963866,0.0
1428,14.23370866,8.23770110,8.78375398,0.03836336,0.50635205,0.02738570,0.96635918,8.78375398,0.0
1429,14.20782976,8.30977805,8.83644434,0.03706874,0.50325901,0.02743562,0.96971392,8.83644434,0.0
1430,14.18218130,8.40615655,8.93110028,0.03701432,0.49932215,0.02748528,0.97438918,8.93110028,0.0
1431,14.15676334,8.39998706,8.93538990,0.03781958,0.49900846,0.02753467,0.97445587,8.93538990,0.0
1432,14.13157593,8.22029709,8.79433458,0.04062091,0.50485991,0.02758371,0.96592913,8.79433458,0.0
1433,14.10661911,8.23231568,8.81438028,0.04126181,0.50391111,0.02763240,0.96310354,8.81438028,0.0
1434,14.08189289,8.26598105,8.84555214,0.04115719,0.50219300,0.02768081,0.96422317,8.84555214,0.0
1435,14.05739725,8.49642772,9.03777637,0.03850988,0.49352246,0.02772886,0.97194848,9.03777637,0.0
1436,14.03313215,8.46809677,9.01814313,0.03919626,0.49400327,0.02777685,0.97096734,9.01814313,0.0
1437,14.00909754,8.12431080,8.69005016,0.04038371,0.50575231,0.02782447,0.96244338,8.69005016,0.0
1438,13.98529334,8.11565898,8.66554149,0.03931863,0.50556600,0.02787187,0.96553228,8.66554149,0.0
1439,13.96171946,8.20373610,8.73883307,0.03832601,0.50189468,0.02791897,0.96677746,8.73883307,0.0
1440,13.93837577,8.20091753,8.74047404,0.03871014,0.50150242,0.02796569,0.96578860,8.74047404,0.0
1441,13.91526215,8.22871909,8.76060999,0.03822356,0.50001256,0.02801211,0.96913307,8.76060999,0.0
1442,13.89237843,8.10537357,8.66026161,0.03994190,0.50398061,0.02805830,0.96643387,8.66026161,0.0
1443,13.86972443,8.28861191,8.81919642,0.03825487,0.49689238,0.02810394,0.96999572,8.81919642,0.0
1444,13.84729997,8.32081388,8.86090131,0.03900309,0.49525867,0.02814941,0.96817636,8.86090131,0.0
1445,13.82510483,8.29684847,8.84137762,0.03938698,0.49563955,0.02819457,0.96731105,8.84137762,0.0
1446,13.80313877,8.19570184,8.75715146,0.04067550,0.49880823,0.02823948,0.96743183,8.75715146,0.0
1447,13.78140156,8.36897314,8.90809107,0.03911924,0.49211497,0.02828406,0.97160696,8.90809107,0.0
1448,13.75989291,8.36879547,8.91288372,0.03954161,0.49165440,0.02832824,0.97190933,8.91288372,0.0
1449,13.73861255,8.30143078,8.84372200,0.03947205,0.49360582,0.02837201,0.97189285,8.84372200,0.0
1450,13.71756016,8.03869209,8.61064958,0.04169528,0.50268483,0.02841552,0.96835183,8.61064958,0.0
1451,13.69673544,8.13808574,8.69158777,0.04041124,0.49860573,0.02845876,0.96933429,8.69158777,0.0
1452,13.67613804,8.03243371,8.59520729,0.04115004,0.50202308,0.02850166,0.96621591,8.59520729,0.0
1453,13.65576762,7.75982232,8.33695182,0.04226269,0.51169721,0.02854407,0.96083243,8.33695182,0.0
1454,13.63562379,7.96751180,8.51676061,0.04028043,0.50353953,0.02858613,0.96805892,8.51676061,0.0
1455,13.61570618,7.84868146,8.41322402,0.04146260,0.50751938,0.02862798,0.96360500,8.41322402,0.0
1456,13.59601438,7.83201859,8.39780896,0.04161443,0.50771769,0.02866934,0.96314534,8.39780896,0.0
1457,13.57654797,7.93375039,8.49127280,0.04106511,0.50351143,0.02871041,0.96619156,8.49127280,0.0
1458,13.55730652,7.86977836,8.40948166,0.03980904,0.50547353,0.02875120,0.97237795,8.40948166,0.0
1459,13.53828959,8.07864876,8.62724160,0.04052158,0.49732919,0.02879163,0.97158019,8.62724160,0.0
1460,13.51949669,7.68356653,8.26095513,0.04270785,0.51165257,0.02883161,0.96352704,8.26095513,0.0
1461,13.50092737,7.89653136,8.45100916,0.04106961,0.50325150,0.02887123,0.97142591,8.45100916,0.0
1462,13.48258111,7.80846993,8.36850280,0.04153751,0.50614625,0.02891056,0.96800434,8.36850280,0.0
1463,13.46445742,7.60608542,8.17862771,0.04252249,0.51341122,0.02894952,0.96165534,8.17862771,0.0
1464,13.44655576,7.32154268,7.87594206,0.04122984,0.52399705,0.02898803,0.96010519,7.87594206,0.0
1465,13.42887560,7.17646020,7.73417364,0.04153091,0.52930931,0.02902608,0.95767706,7.73417364,0.0
1466,13.41141639,7.20978164,7.77465996,0.04211921,0.52762864,0.02906391,0.95848601,7.77465996,0.0
1467,13.39417756,7.27813087,7.85919512,0.04338185,0.52457998,0.02910128,0.95791111,7.85919512,0.0
1468,13.37715853,7.16633312,7.72168936,0.04151526,0.52861689,0.02913819,0.96294282,7.72168936,0.0
1469,13.36035870,7.28047597,7.81177045,0.03976648,0.52376700,0.02917487,0.96925423,7.81177045,0.0
1470,13.34377746,7.27048382,7.80725637,0.04022643,0.52380455,0.02921117,0.96808483,7.80725637,0.0
1471,13.32741420,7.20767574,7.75819168,0.04130703,0.52592696,0.02924692,0.96400263,7.75819168,0.0
1472,13.31126828,7.06174635,7.63610890,0.04314860,0.53137565,0.02928244,0.95587462,7.63610890,0.0
1473,13.29533904,7.11967924,7.69298649,0.04312092,0.52872911,0.02931756,0.95759190,7.69298649,0.0
1474,13.27962583,7.13304209,7.72096827,0.04427280,0.52786275,0.02935222,0.95296539,7.72096827,0.0
1475,13.26412797,7.06878138,7.63668430,0.04281495,0.53009350,0.02938656,0.95454430,7.63668430,0.0
1476,13.24884477,7.14154270,7.71635606,0.04338592,0.52686627,0.02942042,0.95730145,7.71635606,0.0
1477,13.23377554,7.01981457,7.59157935,0.04320496,0.53140862,0.02945389,0.95382501,7.59157935,0.0
1478,13.21891954,7.01283643,7.60354436,0.04468655,0.53137236,0.02948695,0.94952746,7.60354436,0.0
1479,13.20427606,6.87712491,7.45668365,0.04389175,0.53654612,0.02951970,0.94885681,7.45668365,0.0
1480,13.18984436,6.85679444,7.43608656,0.04391956,0.53706763,0.02955204,0.94750141,7.43608656,0.0
1481,13.17562368,6.99569485,7.55411384,0.04238274,0.53113738,0.02958398,0.95494629,7.55411384,0.0
1482,13.16161326,7.09151674,7.63236147,0.04109259,0.52698659,0.02961543,0.95912277,7.63236147,0.0
1483,13.14781232,6.95187612,7.51182640,0.04258886,0.53231231,0.02964656,0.95923815,7.51182640,0.0
1484,13.13422007,6.99625696,7.55982148,0.04290811,0.53022644,0.02967721,0.95857666,7.55982148,0.0
1485,13.12083570,6.94801797,7.48511960,0.04093502,0.53189032,0.02970753,0.95880066,7.48511960,0.0
1486,13.10765840,6.47111089,7.02966062,0.04261247,0.55130533,0.02973743,0.95151986,7.02966062,0.0
1487,13.09468733,6.31573566,6.86785647,0.04216373,0.55761306,0.02976693,0.94642241,6.86785647,0.0
1488,13.08192167,6.46735134,7.02438412,0.04258035,0.55092844,0.02979602,0.94779500,7.02438412,0.0
1489,13.06936055,6.57086106,7.09730979,0.04028114,0.54632265,0.02982447,0.95716075,7.09730979,0.0
1490,13.05700311,6.50400152,7.04357389,0.04132437,0.54886609,0.02985266,0.95285030,7.04357389,0.0
1491,13.04484847,6.54155930,7.07596386,0.04096671,0.54703416,0.02988052,0.95869968,7.07596386,0.0
1492,13.03289574,6.50152797,7.04642178,0.04180911,0.54846469,0.02990789,0.95607273,7.04642178,0.0
1493,13.02114401,6.71058862,7.25205272,0.04158345,0.53948620,0.02993484,0.95877912,7.25205272,0.0
1494,13.00959238,6.76166588,7.30323345,0.04162833,0.53712641,0.02996139,0.96452609,7.30323345,0.0
1495,12.99823992,6.74066350,7.28410681,0.04180899,0.53775084,0.02998760,0.95979684,7.28410681,0.0
1496,12.98708567,6.51624615,7.04419490,0.04065183,0.54688031,0.03001332,0.96225656,7.04419490,0.0
1497,12.97612870,6.57713024,7.09852722,0.04018124,0.54408979,0.03003871,0.96074961,7.09852722,0.0
1498,12.96536803,6.70332829,7.21708446,0.03962527,0.53859298,0.03006360,0.96307835,7.21708446,0.0
1499,12.95480270,6.80371829,7.30244308,0.03849729,0.53421011,0.03008809,0.96557728,7.30244308,0.0
1500,12.94443170,6.82965611,7.32164525,0.03800778,0.53291646,0.03011223,0.96610530,7.32164525,0.0
1501,12.93425404,6.70279168,7.20366825,0.03872481,0.53794585,0.03013597,0.96973662,7.20366825,0.0
1502,12.92426870,6.55443452,7.10297787,0.04244289,0.54393867,0.03015922,0.95958625,7.10297787,0.0
1503,12.91447466,6.44246676,7.01580411,0.04439494,0.54846410,0.03018214,0.95264348,7.01580411,0.0
1504,12.90487087,6.61384711,7.17139176,0.04320420,0.54102760,0.03020456,0.95865362,7.17139176,0.0
1505,12.89545629,6.55085707,7.10820273,0.04322031,0.54347342,0.03022658,0.95693294,7.10820273,0.0
1506,12.88622984,6.33668816,6.90218898,0.04388412,0.55238047,0.03024826,0.95242629,6.90218898,0.0
1507,12.87719045,6.35963737,6.93474367,0.04466085,0.55120661,0.03026954,0.94994958,6.93474367,0.0
1508,12.86833703,6.20726173,6.80868827,0.04673693,0.55758283,0.03029033,0.94403375,6.80868827,0.0
1509,12.85966847,6.28352941,6.87510087,0.04600208,0.55410552,0.03031079,0.94685601,6.87510087,0.0
1510,12.85118367,6.22801327,6.81996602,0.04606212,0.55632489,0.03033085,0.94508325,6.81996602,0.0
1511,12.84288148,6.19884530,6.78150717,0.04536847,0.55741516,0.03035042,0.94449389,6.78150717,0.0
1512,12.83476076,6.30556803,6.89173749,0.04567046,0.55263060,0.03036951,0.94774456,6.89173749,0.0
1513,12.82682037,6.37587280,6.94043687,0.04401434,0.54944275,0.03038835,0.95160172,6.94043687,0.0
1514,12.81905912,6.53009187,7.07811483,0.04275064,0.54270896,0.03040679,0.95276978,7.07811483,0.0
1515,12.81147585,6.55997530,7.09584068,0.04182698,0.54128130,0.03042483,0.95615269,7.09584068,0.0
1516,12.80406934,6.58791289,7.14324707,0.04337169,0.53994160,0.03044240,0.95827533,7.14324707,0.0
1517,12.79683840,6.45006086,7.00479163,0.04334905,0.54563083,0.03045941,0.95451883,7.00479163,0.0
1518,12.78978180,6.29377514,6.84000738,0.04270849,0.55218553,0.03047626,0.95307408,6.84000738,0.0
1519,12.78289831,6.32728610,6.88042490,0.04327178,0.55059392,0.03049255,0.95025775,6.88042490,0.0
1520,12.77618667,6.31453302,6.87887666,0.04417152,0.55100050,0.03050862,0.94648567,6.87887666,0.0
1521,12.76964562,6.41066210,6.94831314,0.04210383,0.54672975,0.03052421,0.95461369,6.94831314,0.0
1522,12.76327388,6.11505246,6.65017120,0.04192645,0.55940010,0.03053949,0.94823189,6.65017120,0.0
1523,12.75707016,6.29653045,6.83673010,0.04234512,0.55137011,0.03055438,0.95547668,6.83673010,0.0
1524,12.75103315,6.19693693,6.74102411,0.04267005,0.55556367,0.03056881,0.95622725,6.74102411,0.0
1525,12.74516154,6.35460813,6.88531607,0.04163995,0.54861025,0.03058294,0.95665256,6.88531607,0.0
1526,12.73945399,6.42586026,6.95996600,0.04192532,0.54542857,0.03059661,0.96090818,6.95996600,0.0
1527,12.73390915,6.30297500,6.82573739,0.04105278,0.55059662,0.03060997,0.95912753,6.82573739,0.0
1528,12.72852566,6.26724545,6.79981161,0.04184037,0.55202876,0.03062288,0.95848154,6.79981161,0.0
1529,12.72330214,6.22501851,6.76360824,0.04233097,0.55375197,0.03063542,0.95925526,6.76360824,0.0
1530,12.71823719,6.33548419,6.86467974,0.04160919,0.54885617,0.03064743,0.96140341,6.86467974,0.0
1531,12.71332941,6.50433912,7.03595385,0.04181554,0.54151047,0.03065930,0.96237362,7.03595385,0.0
1532,12.70857738,6.67590248,7.20569986,0.04168817,0.53414711,0.03067081,0.96352448,7.20569986,0.0
1533,12.70397965,6.47155182,7.00048251,0.04163504,0.54270545,0.03068196,0.95903219,7.00048251,0.0
1534,12.69953478,6.48818508,7.00069200,0.04035635,0.54189848,0.03069274,0.96447331,7.00069200,0.0
1535,12.69524129,6.43438243,6.96197715,0.04155846,0.54410591,0.03070316,0.96395824,6.96197715,0.0
1536,12.69109771,6.41070517,6.92955236,0.04088277,0.54503177,0.03071315,0.96382737,6.92955236,0.0
1537,12.68710253,6.31105499,6.85233063,0.04266346,0.54924218,0.03072279,0.96108971,6.85233063,0.0
1538,12.68325424,6.37504658,6.95575799,0.04578568,0.54639556,0.03073207,0.95561365,6.95575799,0.0
1539,12.67955130,6.28878781,6.85593022,0.04472890,0.55004461,0.03074109,0.95375715,6.85593022,0.0
1540,12.67599218,6.61156913,7.14282026,0.04191002,0.53614043,0.03074969,0.96362596,7.14282026,0.0
1541,12.67257530,6.61881882,7.13739486,0.04092113,0.53575846,0.03075794,0.96615694,7.13739486,0.0
1542,12.66929909,6.45958804,6.99386432,0.04217094,0.54246122,0.03076586,0.96263469,6.99386432,0.0
1543,12.66616196,6.43001182,6.97917164,0.04335645,0.54366072,0.03077345,0.95746443,6.97917164,0.0
1544,12.66316229,6.43004561,6.98351996,0.04370744,0.54359389,0.03078078,0.95526992,6.98351996,0.0
1545,12.66029846,6.37271089,6.94280154,0.04502979,0.54599853,0.03078779,0.95415198,6.94280154,0.0
1546,12.65756881,6.22457412,6.79034069,0.04469789,0.55236616,0.03079431,0.94927881,6.79034069,0.0
1547,12.65497170,6.20471416,6.77638658,0.04517374,0.55317786,0.03080052,0.95205693,6.77638658,0.0
1548,12.65250544,6.12268128,6.71900615,0.04713097,0.55672284,0.03080657,0.94801110,6.71900615,0.0
1549,12.65016833,5.99915681,6.62114208,0.04916814,0.56213542,0.03081230,0.94478984,6.62114208,0.0
1550,12.64795868,6.05663379,6.65223603,0.04709078,0.55954030,0.03081773,0.94685456,6.65223603,0.0
1551,12.64587474,5.84229118,6.46473732,0.04922128,0.56906021,0.03082285,0.94209627,6.46473732,0.0
1552,12.64391477,5.72107266,6.35944870,0.05048880,0.57450094,0.03082767,0.93658740,6.35944870,0.0
1553,12.64207701,5.85876082,6.47440195,0.04869778,0.56824048,0.03083212,0.94453055,6.47440195,0.0
1554,12.64035968,5.78242441,6.36905582,0.04640939,0.57164653,0.03083611,0.94829449,6.36905582,0.0
1555,12.63876099,5.72568139,6.30835002,0.04610172,0.57418554,0.03083990,0.94526587,6.30835002,0.0
1556,12.63727911,5.81441798,6.41711297,0.04769183,0.57013755,0.03084348,0.94451933,6.41711297,0.0
1557,12.63591221,5.75615754,6.35766309,0.04760286,0.57274385,0.03084671,0.94206526,6.35766309,0.0
1558,12.63465844,5.62977942,6.23821269,0.04815589,0.57847531,0.03084974,0.93600680,6.23821269,0.0
1559,12.63351594,5.51699623,6.14205320,0.04947609,0.58363914,0.03085249,0.93224124,6.14205320,0.0
1560,12.63248282,5.75373786,6.35450640,0.04755744,0.57278272,0.03085498,0.93792202,6.35450640,0.0
1561,12.63155718,5.70312499,6.29720834,0.04703168,0.57506319,0.03085728,0.93475509,6.29720834,0.0
1562,12.63073708,5.67357452,6.27623976,0.04771418,0.57639327,0.03085933,0.93525119,6.27623976,0.0
1563,12.63002060,5.60016291,6.19721256,0.04727226,0.57973852,0.03086105,0.93196208,6.19721256,0.0
1564,12.62940578,5.80876430,6.35835330,0.04351662,0.57022925,0.03086259,0.94366666,6.35835330,0.0
1565,12.62889063,5.77108598,6.33249669,0.04445448,0.57192234,0.03086389,0.94308664,6.33249669,0.0
1566,12.62847317,5.85296952,6.42344145,0.04517347,0.56821739,0.03086496,0.94402274,6.42344145,0.0
1567,12.62815139,5.74643113,6.31477003,0.04500571,0.57302471,0.03086571,0.93947632,6.31477003,0.0
1568,12.62792325,5.87870801,6.45554510,0.04567949,0.56704897,0.03086631,0.94099998,6.45554510,0.0
1569,12.62778670,5.90150390,6.46535565,0.04465167,0.56602340,0.03086661,0.94420978,6.46535565,0.0
1570,12.62773968,5.96928765,6.55298507,0.04622343,0.56299223,0.03086669,0.94241197,6.55298507,0.0
1571,12.62778010,5.85308962,6.46377565,0.04836052,0.56819753,0.03086648,0.93537870,6.46377565,0.0
1572,12.62790587,5.86006170,6.47491886,0.04869035,0.56788653,0.03086622,0.93299686,6.47491886,0.0
1573,12.62811485,5.71559448,6.34388526,0.04975333,0.57442493,0.03086567,0.93029543,6.34388526,0.0
1574,12.62840491,5.52045346,6.15053181,0.04989374,0.58337626,0.03086485,0.92583936,6.15053181,0.0
1575,12.62877389,5.68111047,6.29337830,0.04848197,0.57600920,0.03086399,0.93614266,6.29337830,0.0
1576,12.62921962,5.57647326,6.17812437,0.04763961,0.58081067,0.03086287,0.93763140,6.17812437,0.0
1577,12.62973990,5.71006102,6.29829099,0.04657499,0.57471013,0.03086164,0.94253562,6.29829099,0.0
1578,12.63033251,5.82228512,6.41191762,0.04668385,0.56963837,0.03086008,0.94483660,6.41191762,0.0
1579,12.63099524,5.67449307,6.26674582,0.04688884,0.57635665,0.03085843,0.93749660,6.26674582,0.0
1580,12.63172582,5.64745530,6.23544920,0.04654898,0.57760665,0.03085669,0.93462683,6.23544920,0.0
1581,12.63252200,5.40564630,6.01369348,0.04813347,0.58878616,0.03085479,0.92522450,6.01369348,0.0
