t,temperature,free_energy,internal_energy,entropy,partition_quotient,cache_thermal_index,neuromorphic_energy_ratio,learning_loss,phase_event
2345,5.28796688,3.18050112,3.49811325,0.06006319,0.49498032,0.07369015,1.08743266,3.49811325,0.0
2346,5.27525364,3.20757461,3.52359080,0.05990540,0.49173322,0.07386782,1.08894999,3.52359080,0.0
2347,5.26258989,3.19967136,3.51399180,0.05972733,0.49175220,0.07404528,1.09178936,3.51399180,0.0
2348,5.24997642,3.15859837,3.47289023,0.05986538,0.49489104,0.07422301,1.08960695,3.47289023,0.0
2349,5.23741401,3.17264407,3.49469787,0.06149100,0.49285388,0.07440112,1.09117703,3.49469787,0.0
2350,5.22490343,3.14364593,3.45714789,0.06000148,0.49487850,0.07457922,1.09178999,3.45714789,0.0
2351,5.21244544,3.11422978,3.43849867,0.06221051,0.49696406,0.07475754,1.08841917,3.43849867,0.0
2352,5.20004077,3.17162409,3.49555938,0.06229476,0.49080907,0.07493596,1.09084601,3.49555938,0.0
2353,5.18769014,3.25210883,3.56857727,0.06100373,0.48255193,0.07511394,1.09957222,3.56857727,0.0
2354,5.17539427,3.24843036,3.56164588,0.06052013,0.48217635,0.07529248,1.09506898,3.56164588,0.0
2355,5.16315383,3.31826258,3.62488971,0.05938756,0.47499144,0.07547093,1.09546978,3.62488971,0.0
2356,5.15096952,3.29703615,3.60208663,0.05922195,0.47622833,0.07564940,1.10189398,3.60208663,0.0
2357,5.13884199,3.35717989,3.65966722,0.05886294,0.46997669,0.07582801,1.10156194,3.65966722,0.0
2358,5.12677188,3.26321221,3.56630328,0.05911928,0.47793457,0.07600662,1.10159184,3.56630328,0.0
2359,5.11475984,3.22969923,3.53006313,0.05872493,0.48035779,0.07618520,1.10042897,3.53006313,0.0
2360,5.10280648,3.31168579,3.60363253,0.05721297,0.47200288,0.07636374,1.10685382,3.60363253,0.0
2361,5.09091241,3.24725472,3.53997625,0.05749883,0.47729031,0.07654198,1.10621790,3.53997625,0.0
2362,5.07907821,3.26642458,3.56030986,0.05786193,0.47478613,0.07672040,1.10695244,3.56030986,0.0
2363,5.06730446,3.29230653,3.58682391,0.05812112,0.47166197,0.07689861,1.10867527,3.58682391,0.0
2364,5.05559172,3.34192717,3.63472052,0.05791475,0.46635274,0.07707672,1.10803205,3.63472052,0.0
2365,5.04394054,3.31261261,3.60139088,0.05725251,0.46835530,0.07725459,1.10837053,3.60139088,0.0
2366,5.03235146,3.31036780,3.59064962,0.05569600,0.46785612,0.07743219,1.10625501,3.59064962,0.0
2367,5.02082499,3.34238577,3.63222381,0.05772718,0.46418056,0.07761004,1.10722216,3.63222381,0.0
2368,5.00936163,3.36200617,3.65212746,0.05791582,0.46166221,0.07778772,1.10942350,3.65212746,0.0
2369,4.99796189,3.32660139,3.61416338,0.05753585,0.46423297,0.07796522,1.10694530,3.61416338,0.0
2370,4.98662624,3.33939611,3.63162774,0.05860307,0.46234330,0.07814254,1.11138455,3.63162774,0.0
2371,4.97535515,3.34520612,3.63201515,0.05764594,0.46110366,0.07831925,1.11716286,3.63201515,0.0
2372,4.96414907,3.27735980,3.56973333,0.05889701,0.46674000,0.07849600,1.11128998,3.56973333,0.0
2373,4.95300845,3.27777309,3.57619677,0.06025099,0.46600853,0.07867251,1.11199956,3.57619677,0.0
2374,4.94193370,3.22569038,3.52824014,0.06122093,0.47024783,0.07884890,1.10800683,3.52824014,0.0
2375,4.93092525,3.27592297,3.57633184,0.06092343,0.46480380,0.07902488,1.11187585,3.57633184,0.0
2376,4.91998349,3.21482732,3.50625115,0.05923269,0.46991684,0.07920058,1.11320337,3.50625115,0.0
2377,4.90910883,3.19575643,3.49295428,0.06054008,0.47106358,0.07937598,1.11071792,3.49295428,0.0
2378,4.89830163,3.26403221,3.56231110,0.06089435,0.46387639,0.07955106,1.11164659,3.56231110,0.0
2379,4.88756226,3.21404543,3.51178914,0.06091865,0.46795928,0.07972594,1.11194520,3.51178914,0.0
2380,4.87689107,3.21158608,3.50619451,0.06040907,0.46752213,0.07990047,1.11354617,3.50619451,0.0
2381,4.86628842,3.27139101,3.56323293,0.05997218,0.46114947,0.08007451,1.11809333,3.56323293,0.0
2382,4.85575462,3.33080364,3.61176259,0.05786103,0.45487760,0.08024803,1.12474973,3.61176259,0.0
2383,4.84529000,3.33293998,3.61324009,0.05785002,0.45400398,0.08042143,1.12256147,3.61324009,0.0
2384,4.83489486,3.31619075,3.59823131,0.05833437,0.45490621,0.08059442,1.12372975,3.59823131,0.0
2385,4.82456951,3.27869080,3.56328380,0.05898827,0.45778336,0.08076699,1.12131353,3.56328380,0.0
2386,4.81431421,3.31572809,3.60017419,0.05908341,0.45361793,0.08093899,1.12491770,3.60017419,0.0
2387,4.80412926,3.33526414,3.61980310,0.05922800,0.45111787,0.08111053,1.12582173,3.61980310,0.0
2388,4.79401491,3.24522588,3.53612437,0.06067951,0.45899776,0.08128161,1.12477346,3.53612437,0.0
2389,4.78397142,3.28284867,3.56648879,0.05928968,0.45475546,0.08145220,1.12847562,3.56648879,0.0
2390,4.77399902,3.27934640,3.56285619,0.05938623,0.45443732,0.08162230,1.12690254,3.56285619,0.0
2391,4.76409796,3.35901129,3.63589430,0.05811867,0.44626390,0.08179162,1.13319972,3.63589430,0.0
2392,4.75426844,3.31984397,3.59531435,0.05794170,0.44930012,0.08196054,1.13081109,3.59531435,0.0
2393,4.74451069,3.31695600,3.59229031,0.05803218,0.44892851,0.08212919,1.12955687,3.59229031,0.0
2394,4.73482489,3.32706068,3.59769321,0.05715787,0.44733126,0.08229714,1.13149913,3.59769321,0.0
2395,4.72521126,3.22857320,3.50709855,0.05894453,0.45610030,0.08246467,1.12579976,3.50709855,0.0
2396,4.71566995,3.14845293,3.43034728,0.05977822,0.46327485,0.08263160,1.12200456,3.43034728,0.0
2397,4.70620116,3.00621287,3.29194205,0.06071334,0.47684961,0.08279781,1.11894053,3.29194205,0.0
2398,4.69680504,3.05114867,3.32426279,0.05814892,0.47170602,0.08296353,1.12131110,3.32426279,0.0
2399,4.68748174,3.03332736,3.30020632,0.05693440,0.47289139,0.08312849,1.12143100,3.30020632,0.0
2400,4.67823140,3.06441202,3.32714998,0.05616181,0.46915898,0.08329281,1.12259953,3.32714998,0.0
2401,4.66905417,3.02263804,3.28442342,0.05606818,0.47276629,0.08345634,1.12230263,3.28442342,0.0
2402,4.65995017,3.06825786,3.33254847,0.05671533,0.46756886,0.08361948,1.12068745,3.33254847,0.0
2403,4.65091952,3.08878891,3.35428830,0.05708535,0.46491461,0.08378193,1.12252994,3.35428830,0.0
2404,4.64196231,3.10955287,3.37313900,0.05678334,0.46224690,0.08394368,1.12242672,3.37313900,0.0
2405,4.63307867,3.11261315,3.37396677,0.05641036,0.46134871,0.08410458,1.12610941,3.37396677,0.0
2406,4.62426867,3.12689567,3.39026854,0.05695449,0.45933769,0.08426477,1.12987874,3.39026854,0.0
2407,4.61553240,3.10760914,3.37206053,0.05729597,0.46067111,0.08442421,1.12988430,3.37206053,0.0
2408,4.60686993,3.03524622,3.30366159,0.05826415,0.46737220,0.08458277,1.12608132,3.30366159,0.0
2409,4.59828134,3.01042097,3.28644679,0.06002804,0.46932438,0.08474070,1.12517703,3.28644679,0.0
2410,4.58976668,3.00479700,3.28029243,0.06002384,0.46932945,0.08489786,1.12713912,3.28029243,0.0
2411,4.58132600,2.99558138,3.27007518,0.05991580,0.46970759,0.08505422,1.12768496,3.27007518,0.0
2412,4.57295935,2.94080274,3.22421488,0.06197565,0.47479962,0.08520979,1.12577364,3.22421488,0.0
2413,4.56466676,2.87671181,3.15976069,0.06200866,0.48095092,0.08536454,1.12369682,3.15976069,0.0
2414,4.55644826,2.89211693,3.17143399,0.06130149,0.47878304,0.08551860,1.12583832,3.17143399,0.0
2415,4.54830388,2.90250126,3.18541896,0.06220290,0.47714855,0.08567182,1.12632323,3.18541896,0.0
2416,4.54023362,2.89693550,3.17727995,0.06174670,0.47719224,0.08582419,1.12473080,3.17727995,0.0
2417,4.53223749,2.90260397,3.18703160,0.06275656,0.47605958,0.08597541,1.12317353,3.18703160,0.0
2418,4.52431550,3.01954265,3.29337032,0.06052356,0.46339272,0.08612604,1.12979388,3.29337032,0.0
2419,4.51646763,3.01725021,3.29253245,0.06095078,0.46309064,0.08627578,1.13312370,3.29253245,0.0
2420,4.50869388,3.04211269,3.30668504,0.05868049,0.46001386,0.08642449,1.13438078,3.30668504,0.0
2421,4.50099422,3.03943284,3.30418592,0.05882102,0.45975686,0.08657200,1.13464441,3.30418592,0.0
2422,4.49336862,3.03254676,3.29715552,0.05888873,0.45993459,0.08671901,1.13045675,3.29715552,0.0
2423,4.48581706,3.11201123,3.37348525,0.05828905,0.45134569,0.08686494,1.13593814,3.37348525,0.0
2424,4.47833949,3.08855244,3.35281612,0.05900930,0.45319091,0.08700979,1.13519715,3.35281612,0.0
2425,4.47093586,3.08518769,3.35199179,0.05967522,0.45301444,0.08715382,1.13530761,3.35199179,0.0
2426,4.46360612,2.98726064,3.25099578,0.05908567,0.46253852,0.08729702,1.13156056,3.25099578,0.0
2427,4.45635022,3.05179542,3.31455484,0.05896292,0.45539202,0.08743883,1.13614933,3.31455484,0.0
2428,4.44916809,3.03229133,3.29999334,0.06016900,0.45688738,0.08757993,1.13521838,3.29999334,0.0
2429,4.44205965,2.95740196,3.22112488,0.05936951,0.46414891,0.08772017,1.13364007,3.22112488,0.0
2430,4.43502483,2.89329213,3.15808593,0.05970515,0.47041004,0.08785897,1.13311582,3.15808593,0.0
2431,4.42806356,2.85542486,3.12381018,0.06061009,0.47396373,0.08799704,1.13112928,3.12381018,0.0
2432,4.42117573,2.84989900,3.11900196,0.06086683,0.47407998,0.08813408,1.13196653,3.11900196,0.0
2433,4.41436126,2.99151275,3.25088452,0.05875635,0.45865612,0.08827023,1.13948182,3.25088452,0.0
2434,4.40762005,2.99043509,3.25078988,0.05906924,0.45829302,0.08840532,1.14159459,3.25078988,0.0
2435,4.40095199,2.92663669,3.18915607,0.05965059,0.46450731,0.08853922,1.13903662,3.18915607,0.0
2436,4.39435697,2.96645535,3.22769841,0.05944967,0.45985809,0.08867218,1.14377022,3.22769841,0.0
2437,4.38783487,3.04120440,3.30648203,0.06045752,0.45163711,0.08880408,1.14392706,3.30648203,0.0
2438,4.38138559,3.04807930,3.31566499,0.06107330,0.45046918,0.08893460,1.14443760,3.31566499,0.0
2439,4.37500898,3.12757275,3.38530151,0.05890931,0.44190981,0.08906431,1.14746022,3.38530151,0.0
2440,4.36870491,3.11881123,3.37736152,0.05918237,0.44234042,0.08919264,1.15108061,3.37736152,0.0
2441,4.36247327,3.10821367,3.36728177,0.05938560,0.44296432,0.08932000,1.15105525,3.36728177,0.0
2442,4.35631389,3.11485523,3.37071486,0.05873306,0.44184417,0.08944595,1.15185598,3.37071486,0.0
2443,4.35022663,3.05447944,3.31213454,0.05922797,0.44757115,0.08957105,1.14933795,3.31213454,0.0
2444,4.34421135,2.98109713,3.24170195,0.05998898,0.45475338,0.08969517,1.14276349,3.24170195,0.0
2445,4.33826788,2.91915318,3.18233089,0.06066424,0.46085968,0.08981815,1.14076805,3.18233089,0.0
2446,4.33239607,2.98026747,3.23759344,0.05939576,0.45399005,0.08993997,1.14472050,3.23759344,0.0
2447,4.32659575,2.90461194,3.16145316,0.05936335,0.46157254,0.09006064,1.14373818,3.16145316,0.0
2448,4.32086675,2.95869705,3.20958192,0.05806355,0.45542540,0.09018000,1.14948281,3.20958192,0.0
2449,4.31520890,2.89530590,3.14933169,0.05886755,0.46175031,0.09029833,1.14372134,3.14933169,0.0
2450,4.30962201,2.82088314,3.07937500,0.05998017,0.46938506,0.09041548,1.14236275,3.07937500,0.0
2451,4.30410590,2.80292584,3.06462926,0.06080320,0.47095225,0.09053130,1.14206518,3.06462926,0.0
2452,4.29866039,2.88409564,3.14241892,0.06009390,0.46176180,0.09064608,1.14493914,3.14241892,0.0
2453,4.29328528,2.87085532,3.12189439,0.05847249,0.46279914,0.09075951,1.14677322,3.12189439,0.0
2454,4.28798037,2.88196945,3.13282822,0.05850278,0.46121945,0.09087189,1.14879215,3.13282822,0.0
2455,4.28274546,2.88158158,3.13260942,0.05861377,0.46088243,0.09098305,1.14896323,3.13260942,0.0
2456,4.27758035,2.86160101,3.11737351,0.05979373,0.46266421,0.09109272,1.15201292,3.11737351,0.0
2457,4.27248483,2.87946143,3.14197573,0.06144300,0.46036671,0.09120145,1.15228570,3.14197573,0.0
2458,4.26745868,2.87496362,3.13899244,0.06187027,0.46048651,0.09130896,1.14977905,3.13899244,0.0
2459,4.26250167,2.86932902,3.13206694,0.06163937,0.46073452,0.09141480,1.15092998,3.13206694,0.0
2460,4.25761360,2.83498637,3.09613790,0.06133754,0.46410710,0.09151984,1.14731349,3.09613790,0.0
2461,4.25279423,2.80114309,3.06480520,0.06199738,0.46746228,0.09162365,1.14580495,3.06480520,0.0
2462,4.24804334,2.82539582,3.09039799,0.06238217,0.46445881,0.09172621,1.14561263,3.09039799,0.0
2463,4.24336067,2.81929673,3.08127137,0.06173754,0.46478561,0.09182738,1.14711311,3.08127137,0.0
2464,4.23874601,2.80531811,3.06894732,0.06219509,0.46598374,0.09192744,1.14518929,3.06894732,0.0
2465,4.23419909,2.76131318,3.02541228,0.06237286,0.47051732,0.09202625,1.14296341,3.02541228,0.0
2466,4.22971968,2.80265804,3.06244352,0.06141908,0.46561881,0.09212366,1.14422104,3.06244352,0.0
2467,4.22530752,2.78812587,3.05034553,0.06205931,0.46689981,0.09221995,1.14268664,3.05034553,0.0
2468,4.22096236,2.80414471,3.05683227,0.05986492,0.46481540,0.09231483,1.14742891,3.05683227,0.0
2469,4.21668394,2.72002910,2.98236522,0.06221385,0.47386125,0.09240844,1.14392006,2.98236522,0.0
2470,4.21247199,2.75746200,3.01697280,0.06160535,0.46936625,0.09250078,1.14279941,3.01697280,0.0
2471,4.20832624,2.73732183,2.99656607,0.06160269,0.47131389,0.09259171,1.14062329,2.99656607,0.0
2472,4.20424643,2.72656972,2.98858221,0.06232092,0.47222263,0.09268165,1.14105710,2.98858221,0.0
2473,4.20023227,2.73780097,3.00643604,0.06395719,0.47066980,0.09277032,1.14182624,3.00643604,0.0
2474,4.19628350,2.73600016,3.00010043,0.06293671,0.47058309,0.09285742,1.14327278,3.00010043,0.0
2475,4.19239981,2.65899567,2.92784442,0.06412765,0.47901705,0.09294353,1.14001141,2.92784442,0.0
2476,4.18858094,2.62148714,2.89878417,0.06620310,0.48304648,0.09302837,1.13713217,2.89878417,0.0
2477,4.18482658,2.68403338,2.95574020,0.06492666,0.47561345,0.09311192,1.14210917,2.95574020,0.0
2478,4.18113643,2.64751364,2.92315490,0.06592496,0.47951434,0.09319404,1.13919858,2.92315490,0.0
2479,4.17751021,2.63319605,2.91526265,0.06752027,0.48089620,0.09327489,1.14202605,2.91526265,0.0
2480,4.17394760,2.69298948,2.96879270,0.06607731,0.47380131,0.09335444,1.14457302,2.96879270,0.0
2481,4.17044829,2.71652703,2.98444111,0.06424107,0.47087977,0.09343257,1.14881022,2.98444111,0.0
2482,4.16701199,2.73882453,3.00541452,0.06397629,0.46811533,0.09350972,1.15210137,3.00541452,0.0
2483,4.16363836,2.74090539,2.99745381,0.06161640,0.46763233,0.09358558,1.15088842,2.99745381,0.0
2484,4.16032710,2.65819809,2.91732447,0.06228510,0.47677202,0.09366001,1.14639755,2.91732447,0.0
2485,4.15707787,2.63698708,2.89161129,0.06125077,0.47897165,0.09373331,1.14853374,2.89161129,0.0
2486,4.15389035,2.67013569,2.92079720,0.06034380,0.47493336,0.09380533,1.15122916,2.92079720,0.0
2487,4.15076420,2.64705646,2.89652152,0.06010099,0.47735031,0.09387607,1.15061755,2.89652152,0.0
2488,4.14769910,2.62374099,2.86645864,0.05851862,0.47981502,0.09394524,1.15138572,2.86645864,0.0
2489,4.14469470,2.63767688,2.88538433,0.05976495,0.47798519,0.09401344,1.14810477,2.88538433,0.0
2490,4.14175066,2.63148960,2.87871560,0.05969118,0.47848328,0.09408036,1.14598459,2.87871560,0.0
2491,4.13886663,2.64183561,2.88768506,0.05940019,0.47707744,0.09414601,1.14811878,2.88768506,0.0
2492,4.13604225,2.57593791,2.82221921,0.05954516,0.48452814,0.09421024,1.14685294,2.82221921,0.0
2493,4.13327718,2.58573000,2.83371663,0.05999758,0.48318025,0.09427307,1.14825716,2.83371663,0.0
2494,4.13057104,2.57049912,2.82072173,0.06057821,0.48476647,0.09433492,1.14550543,2.82072173,0.0
2495,4.12792348,2.50879310,2.76622366,0.06236321,0.49187104,0.09439537,1.14132486,2.76622366,0.0
2496,4.12533413,2.50778178,2.76747114,0.06294990,0.49180400,0.09445472,1.14197332,2.76747114,0.0
2497,4.12280261,2.52299448,2.78304804,0.06307689,0.48980977,0.09451281,1.14544046,2.78304804,0.0
2498,4.12032855,2.53614472,2.79791784,0.06353210,0.48806963,0.09456965,1.14326464,2.79791784,0.0
2499,4.11791156,2.53741721,2.79366945,0.06222869,0.48774260,0.09462525,1.14596344,2.79366945,0.0
2500,4.11555126,2.51504053,2.77198417,0.06243238,0.49022845,0.09467962,1.14519241,2.77198417,0.0
2501,4.11324726,2.48312523,2.74001371,0.06245394,0.49387792,0.09473245,1.14768221,2.74001371,0.0
2502,4.11099916,2.47296517,2.73527358,0.06380649,0.49493659,0.09478390,1.14261598,2.73527358,0.0
2503,4.10880657,2.42939595,2.69383686,0.06435954,0.50005221,0.09483443,1.13752847,2.69383686,0.0
2504,4.10666907,2.43098601,2.69945674,0.06537433,0.49970483,0.09488388,1.13619203,2.69945674,0.0
2505,4.10458627,2.48686813,2.74796319,0.06361057,0.49279962,0.09493183,1.14258434,2.74796319,0.0
2506,4.10255775,2.47502850,2.74088244,0.06480200,0.49407582,0.09497871,1.14158942,2.74088244,0.0
2507,4.10058309,2.48716187,2.75151152,0.06446636,0.49247295,0.09502439,1.14133301,2.75151152,0.0
2508,4.09866188,2.47613993,2.73802811,0.06389602,0.49365869,0.09506888,1.14235528,2.73802811,0.0
2509,4.09679368,2.43700993,2.70205780,0.06469642,0.49825911,0.09511203,1.14025419,2.70205780,0.0
2510,4.09497806,2.41255699,2.67995399,0.06529876,0.50111116,0.09515415,1.13686574,2.67995399,0.0
2511,4.09321459,2.39679906,2.66995163,0.06673302,0.50291637,0.09519524,1.13492541,2.66995163,0.0
2512,4.09150284,2.41367617,2.68377924,0.06601561,0.50072347,0.09523486,1.14061612,2.68377924,0.0
2513,4.08984234,2.40462359,2.67034676,0.06497149,0.50171284,0.09527362,1.14382759,2.67034676,0.0
2514,4.08823266,2.40816026,2.67664820,0.06567335,0.50116297,0.09531093,1.14077171,2.67664820,0.0
2515,4.08667335,2.40038664,2.66530488,0.06482491,0.50200434,0.09534725,1.13768731,2.66530488,0.0
2516,4.08516393,2.38306887,2.64530440,0.06419217,0.50402755,0.09538227,1.13560560,2.64530440,0.0
2517,4.08370395,2.38245834,2.64001241,0.06306874,0.50399779,0.09541617,1.13574198,2.64001241,0.0
2518,4.08229294,2.33299509,2.59673384,0.06460554,0.51003878,0.09544895,1.12928929,2.59673384,0.0
2519,4.08093042,2.31423456,2.57861123,0.06478343,0.51229113,0.09548062,1.12948481,2.57861123,0.0
2520,4.07961592,2.24934510,2.51451330,0.06499832,0.52040957,0.09551148,1.12988924,2.51451330,0.0
2521,4.07834896,2.33522246,2.59665620,0.06410284,0.50947865,0.09554109,1.13287533,2.59665620,0.0
2522,4.07712903,2.38890326,2.64708734,0.06332497,0.50272852,0.09556977,1.13588193,2.64708734,0.0
2523,4.07595565,2.44272696,2.69897296,0.06286771,0.49604987,0.09559738,1.13652138,2.69897296,0.0
2524,4.07482832,2.49382094,2.74586859,0.06185479,0.48978755,0.09562378,1.13883082,2.74586859,0.0
2525,4.07374654,2.56396704,2.81255573,0.06102213,0.48134783,0.09564926,1.14205049,2.81255573,0.0
2526,4.07270979,2.48720891,2.74074412,0.06225222,0.49042721,0.09567356,1.14215742,2.74074412,0.0
2527,4.07171757,2.46598272,2.72430885,0.06344402,0.49291716,0.09569682,1.14198221,2.72430885,0.0
2528,4.07076934,2.50122715,2.75899142,0.06332078,0.48859901,0.09571906,1.14499533,2.75899142,0.0
2529,4.06986459,2.49120967,2.74863258,0.06325097,0.48973622,0.09574043,1.14583397,2.74863258,0.0
2530,4.06900279,2.49666925,2.75819732,0.06427326,0.48901616,0.09576065,1.14408196,2.75819732,0.0
2531,4.06818340,2.47880662,2.74290375,0.06491770,0.49110736,0.09577989,1.14393115,2.74290375,0.0
2532,4.06740587,2.45131657,2.71605670,0.06508820,0.49438022,0.09579829,1.14299842,2.71605670,0.0
2533,4.06666967,2.44657799,2.71225976,0.06533154,0.49490262,0.09581558,1.14528097,2.71225976,0.0
2534,4.06597423,2.46685911,2.72998482,0.06471406,0.49238952,0.09583162,1.14800865,2.72998482,0.0
2535,4.06531901,2.43879179,2.70152870,0.06462885,0.49575230,0.09584686,1.14888477,2.70152870,0.0
2536,4.06470343,2.41980456,2.68377541,0.06494222,0.49802825,0.09586147,1.14891078,2.68377541,0.0
2537,4.06412693,2.39270410,2.65700010,0.06503143,0.50131797,0.09587502,1.14419927,2.65700010,0.0
2538,4.06358894,2.41204520,2.66796384,0.06297848,0.49889867,0.09588781,1.14575516,2.66796384,0.0
2539,4.06308887,2.43628246,2.69318681,0.06322883,0.49589526,0.09589970,1.15060974,2.69318681,0.0
2540,4.06262615,2.42085750,2.67749316,0.06316989,0.49774765,0.09591057,1.14884187,2.67749316,0.0
2541,4.06220017,2.50375474,2.75025898,0.06068244,0.48766259,0.09592058,1.15296010,2.75025898,0.0
2542,4.06181034,2.46542103,2.71036367,0.06030381,0.49225762,0.09592973,1.15151602,2.71036367,0.0
2543,4.06145606,2.44837834,2.69265558,0.06014524,0.49430140,0.09593819,1.15001215,2.69265558,0.0
2544,4.06113671,2.51913241,2.76126385,0.05962159,0.48574113,0.09594568,1.15682779,2.76126385,0.0
2545,4.06085170,2.54091967,2.78343542,0.05972042,0.48312097,0.09595251,1.15748801,2.78343542,0.0
2546,4.06060039,2.59814226,2.84033646,0.05964492,0.47634206,0.09595840,1.15913160,2.84033646,0.0
2547,4.06038216,2.56395068,2.80612926,0.05964428,0.48035365,0.09596335,1.16075873,2.80612926,0.0
2548,4.06019637,2.47507702,2.72448315,0.06142711,0.49096985,0.09596769,1.15454351,2.72448315,0.0
2549,4.06004240,2.51106123,2.76024212,0.06137396,0.48662635,0.09597113,1.15637689,2.76024212,0.0
2550,4.05991960,2.55442471,2.80324060,0.06128592,0.48144741,0.09597398,1.15757096,2.80324060,0.0
2551,4.05982731,2.55908940,2.81175727,0.06223611,0.48088767,0.09597611,1.15859684,2.81175727,0.0
2552,4.05976489,2.61878034,2.86655655,0.06103216,0.47386429,0.09597753,1.16244930,2.86655655,0.0
2553,4.05973167,2.63891796,2.88301761,0.06012704,0.47151709,0.09597797,1.16331976,2.88301761,0.0
2554,4.05972699,2.61972250,2.86725258,0.06097210,0.47375148,0.09597803,1.16491580,2.86725258,0.0
2555,4.05975017,2.59788299,2.84928974,0.06192666,0.47630865,0.09597743,1.15998654,2.84928974,0.0
2556,4.05980053,2.55451049,2.80554322,0.06183376,0.48142835,0.09597633,1.15972689,2.80554322,0.0
2557,4.05987740,2.60243070,2.84497548,0.05974190,0.47578495,0.09597461,1.16105289,2.84497548,0.0
2558,4.05998008,2.62141340,2.86503373,0.06000530,0.47357326,0.09597213,1.15945377,2.86503373,0.0
2559,4.06010788,2.52218280,2.77623597,0.06257301,0.48530003,0.09596920,1.15189349,2.77623597,0.0
2560,4.06026009,2.53960509,2.79156181,0.06205433,0.48323336,0.09596555,1.15290497,2.79156181,0.0
2561,4.06043600,2.52432714,2.78230763,0.06353517,0.48506816,0.09596149,1.15044894,2.78230763,0.0
2562,4.06063491,2.47234887,2.73559746,0.06482942,0.49133216,0.09595674,1.14853587,2.73559746,0.0
2563,4.06085609,2.35699614,2.62407508,0.06576912,0.50550583,0.09595160,1.14032636,2.62407508,0.0
2564,4.06109882,2.35782851,2.62380980,0.06549491,0.50541977,0.09594596,1.14082942,2.62380980,0.0
2565,4.06136237,2.32464297,2.59011820,0.06536605,0.50958569,0.09593954,1.13788793,2.59011820,0.0
2566,4.06164600,2.37827327,2.64586663,0.06588299,0.50292141,0.09593279,1.14228147,2.64586663,0.0
2567,4.06194897,2.39758512,2.66683873,0.06628680,0.50055789,0.09592528,1.14532407,2.66683873,0.0
2568,4.06227053,2.35573320,2.63308709,0.06827558,0.50576522,0.09591779,1.13949914,2.63308709,0.0
2569,4.06260993,2.35421459,2.62936642,0.06772785,0.50597882,0.09590957,1.14115952,2.62936642,0.0
2570,4.06296641,2.35070147,2.62630257,0.06783248,0.50644227,0.09590111,1.13419487,2.62630257,0.0
2571,4.06333921,2.29098619,2.56656413,0.06782056,0.51396724,0.09589211,1.13120864,2.56656413,0.0
2572,4.06372755,2.31960716,2.59254457,0.06716430,0.51038756,0.09588289,1.13342975,2.59254457,0.0
2573,4.06413066,2.38377061,2.65229522,0.06607185,0.50242142,0.09587319,1.13695407,2.65229522,0.0
2574,4.06454776,2.46548821,2.72933160,0.06491334,0.49245075,0.09586344,1.14446491,2.72933160,0.0
2575,4.06497806,2.52223465,2.78825600,0.06544226,0.48565516,0.09585339,1.14535643,2.78825600,0.0
2576,4.06542077,2.51130314,2.77490493,0.06483998,0.48699570,0.09584290,1.14532279,2.77490493,0.0
2577,4.06587510,2.44683740,2.71564036,0.06611196,0.49481287,0.09583228,1.14373720,2.71564036,0.0
2578,4.06634024,2.46624289,2.73183750,0.06531539,0.49249104,0.09582127,1.14463516,2.73183750,0.0
2579,4.06681539,2.51465610,2.77205044,0.06329137,0.48669744,0.09581017,1.14578589,2.77205044,0.0
2580,4.06729973,2.46049701,2.72385779,0.06475077,0.49325784,0.09579871,1.14113290,2.72385779,0.0
2581,4.06779245,2.43748428,2.70469564,0.06568953,0.49609260,0.09578705,1.14183594,2.70469564,0.0
2582,4.06829273,2.42972631,2.69433078,0.06504067,0.49707615,0.09577537,1.14501966,2.69433078,0.0
2583,4.06879973,2.44945412,2.71033968,0.06411856,0.49470870,0.09576352,1.14710621,2.71033968,0.0
2584,4.06931263,2.42057960,2.68174293,0.06417873,0.49826928,0.09575140,1.14508519,2.68174293,0.0
2585,4.06983060,2.38646281,2.65218663,0.06529113,0.50250179,0.09573916,1.14209008,2.65218663,0.0
2586,4.07035279,2.34714041,2.61509516,0.06583084,0.50741800,0.09572698,1.13750615,2.61509516,0.0
2587,4.07087835,2.27396281,2.55256740,0.06843844,0.51666022,0.09571471,1.13226501,2.55256740,0.0
2588,4.07140645,2.24989446,2.53000062,0.06879838,0.51976119,0.09570239,1.12891374,2.53000062,0.0
2589,4.07193622,2.18652296,2.46215335,0.06769025,0.52795146,0.09569003,1.12793157,2.46215335,0.0
2590,4.07246682,2.16429742,2.44243143,0.06829620,0.53087777,0.09567766,1.12857812,2.44243143,0.0
2591,4.07299737,2.15263128,2.42852021,0.06773609,0.53243738,0.09566514,1.12606582,2.42852021,0.0
2592,4.07352702,2.15755204,2.43801234,0.06884950,0.53183114,0.09565265,1.12596179,2.43801234,0.0
2593,4.07405490,2.22451871,2.49586106,0.06660253,0.52319661,0.09564021,1.13228619,2.49586106,0.0
2594,4.07458013,2.22258564,2.49438625,0.06670641,0.52348172,0.09562783,1.13288962,2.49438625,0.0
2595,4.07510185,2.20388871,2.47685163,0.06698309,0.52592575,0.09561553,1.13218237,2.47685163,0.0
2596,4.07561917,2.27748276,2.54456443,0.06553156,0.51654972,0.09560349,1.13697030,2.54456443,0.0
2597,4.07613121,2.36384971,2.62518679,0.06411400,0.50575546,0.09559157,1.13860870,2.62518679,0.0
